CODIGO_SINIESTRO,CODIGO_VEHICULO,CODIGO_PERSONA,DEPARTAMENTO,PROVINCIA,DISTRITO,TIPO_PERSONA,GRAVEDAD,LUGAR_ATENCION_LESIONADO,LUGAR_DE_DEFUNCION,SITUACION_DE_PERSONA,PAIS_DE_NACIONALIDAD,EDAD,SEXO,POSEE_LICENCIA,ESTADO_LICENCIA,CLASE_LICENCIA,SE_SOMETIO_A_DOSAJE_ETILICO_CUALITATIVO,RESULTADO_DEL_DOSAJE_ETILICO_CUALITATIVO,SE_SOMETIO_A_DOSAJE_ETILICO_CUANTITATIVO,VEHICULO,FECHA,ANIO,MES,DIA,HORA,CLASE_DE_SINIESTRO,CAUSA,CAUSA_ESPECIFICA,TIPO_DE_VIA,CODIGO_DE_CARRETERA,RED_VIAL
A-2023-04-131,V-2023-04-131-1,P-2023-04-131-1-2,LIMA,LIMA,LURIGANCHO,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,28,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,27/04/2023,2023,ABRIL,JUEVES,6,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-132,V-2023-04-132-1,P-2023-04-132-1-2,LIMA,LIMA,LA MOLINA,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,NO IDENTIFICADO,,NO INDICA,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,27/04/2023,2023,ABRIL,JUEVES,10,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2023-04-133,V-2023-04-133-1,P-2023-04-133-1-1,LIMA,LIMA,PUNTA HERMOSA,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,53,MASCULINO,SI,VIGENTE,A I,,NO SE REALIZO,,CAMIÓN,24/04/2023,2023,ABRIL,LUNES,16,CAÍDA DE PASAJERO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-133,V-2023-04-133-1,P-2023-04-133-1-2,LIMA,LIMA,PUNTA HERMOSA,PASAJERO,FALLECIDO,,CAMINO AL CENTRO DE SALUD,IDENTIFICADO,PERÚ,49,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,24/04/2023,2023,ABRIL,LUNES,16,CAÍDA DE PASAJERO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-134,V-2023-04-134-1,P-2023-04-134-1-1,LIMA,LIMA,ATE,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,35,MASCULINO,SI,VIGENTE,A III B,,NO SE REALIZO,,CAMIÓN,25/04/2023,2023,ABRIL,MARTES,15,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-134,V-2023-04-134-1,P-2023-04-134-1-2,LIMA,LIMA,ATE,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,42,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,25/04/2023,2023,ABRIL,MARTES,15,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-135,V-2023-04-135-1,P-2023-04-135-1-1,LIMA,LIMA,SANTA ANITA,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,49,MASCULINO,SI,VIGENTE,A II A,,NO SE REALIZO,,CAMIONETA PANEL,24/04/2023,2023,ABRIL,LUNES,13,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-135,V-2023-04-135-1,P-2023-04-135-1-2,LIMA,LIMA,SANTA ANITA,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,76,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PANEL,24/04/2023,2023,ABRIL,LUNES,13,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-136,V-2023-04-136-1,P-2023-04-136-1-1,LIMA,LIMA,ATE,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,32,MASCULINO,SI,VIGENTE,A III C,,NO SE REALIZO,,AUTOMÓVIL,24/04/2023,2023,ABRIL,LUNES,4,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),CARRETERA NACIONAL,PE-22,NACIONAL
A-2023-04-136,V-2023-04-136-2,P-2023-04-136-2-1,LIMA,LIMA,ATE,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,72,MASCULINO,SE DESCONOCE,NO CORRESPONDE,NO CORRESPONDE,,NO SE REALIZO,,BICICLETA,24/04/2023,2023,ABRIL,LUNES,4,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),CARRETERA NACIONAL,PE-22,NACIONAL
A-2023-04-137,V-2023-04-137-1,P-2023-04-137-1-1,LIMA,LIMA,SAN MARTIN DE PORRES,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,34,MASCULINO,SI,VIGENTE,A I,,NO SE REALIZO,,AUTOMÓVIL,24/04/2023,2023,ABRIL,LUNES,9,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-137,V-2023-04-137-1,P-2023-04-137-1-2,LIMA,LIMA,SAN MARTIN DE PORRES,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,62,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,AUTOMÓVIL,24/04/2023,2023,ABRIL,LUNES,9,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-138,V-2023-04-138-1,P-2023-04-138-1-1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,37,MASCULINO,SI,VIGENTE,A III A,,NO SE REALIZO,,ÓMNIBUS,23/04/2023,2023,ABRIL,DOMINGO,14,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-138,V-2023-04-138-1,P-2023-04-138-1-2,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,43,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,ÓMNIBUS,23/04/2023,2023,ABRIL,DOMINGO,14,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-146,V-2023-04-146-1,P-2023-04-146-1-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,19,MASCULINO,SI,VIGENTE,B II C,,NO SE REALIZO,,MOTOCICLETA,23/04/2023,2023,ABRIL,DOMINGO,12,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-146,V-2023-04-146-1,P-2023-04-146-1-2,LIMA,LIMA,SAN JUAN DE LURIGANCHO,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,71,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,MOTOCICLETA,23/04/2023,2023,ABRIL,DOMINGO,12,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-148,V-2023-04-148-1,P-2023-04-148-1-1,LIMA,LIMA,ATE,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,33,MASCULINO,SI,VIGENTE,A II B,,NO SE REALIZO,,CAMIÓN,22/04/2023,2023,ABRIL,SÁBADO,9,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-148,V-2023-04-148-1,P-2023-04-148-1-2,LIMA,LIMA,ATE,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,30,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,22/04/2023,2023,ABRIL,SÁBADO,9,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-149,V-2023-04-149-1,P-2023-04-149-1-2,LIMA,LIMA,LIMA,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,NO IDENTIFICADO,PERÚ,NO INDICA,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,22/04/2023,2023,ABRIL,SÁBADO,3,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-150,V-2023-04-150-1,P-2023-04-150-1-1,LIMA,LIMA,LA VICTORIA,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,46,MASCULINO,SI,VIGENTE,A III C,,NO SE REALIZO,,CAMIÓN,16/04/2023,2023,ABRIL,DOMINGO,4,ATROPELLO,NO IDENTIFICA LA CAUSA,N/I,AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-150,V-2023-04-150-1,P-2023-04-150-1-2,LIMA,LIMA,LA VICTORIA,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,27,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,16/04/2023,2023,ABRIL,DOMINGO,4,ATROPELLO,NO IDENTIFICA LA CAUSA,N/I,AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-155,V-2023-04-155-1,P-2023-04-155-1-1,LIMA,LIMA,ATE,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,30,MASCULINO,SE DESCONOCE,VENCIDA,A I,,NO SE REALIZO,,CAMIÓN,09/04/2023,2023,ABRIL,DOMINGO,17,ATROPELLO,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-22,NACIONAL
A-2023-04-155,V-2023-04-155-1,P-2023-04-155-1-2,LIMA,LIMA,ATE,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,64,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,09/04/2023,2023,ABRIL,DOMINGO,17,ATROPELLO,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-22,NACIONAL
A-2023-04-156,V-2023-04-156-1,P-2023-04-156-1-1,LIMA,LIMA,VILLA EL SALVADOR,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,28,MASCULINO,SE DESCONOCE,VENCIDA,B II C,,NO SE REALIZO,,TRIMOTO PASAJERO,11/04/2023,2023,ABRIL,MARTES,18,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-156,V-2023-04-156-2,P-2023-04-156-2-1,LIMA,LIMA,VILLA EL SALVADOR,CONDUCTOR,ILESO,,,IDENTIFICADO,,40,MASCULINO,SE DESCONOCE,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,CAMIÓN,11/04/2023,2023,ABRIL,MARTES,18,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-157,V-2023-04-157-1,P-2023-04-157-1-1,LIMA,LIMA,SAN JUAN DE MIRAFLORES,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,52,MASCULINO,SI,VIGENTE,A III C,,NO SE REALIZO,,ÓMNIBUS,14/04/2023,2023,ABRIL,VIERNES,23,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-157,V-2023-04-157-1,P-2023-04-157-1-2,LIMA,LIMA,SAN JUAN DE MIRAFLORES,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,74,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,ÓMNIBUS,14/04/2023,2023,ABRIL,VIERNES,23,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),AVENIDA,NO CORRESPONDE,URBANO
A-2023-04-164,V-2023-04-164-2,P-2023-04-164-2-1,TACNA,TACNA,TACNA,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,25/04/2023,2023,ABRIL,MARTES,18,CHOQUE FUGA,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-1SD,NACIONAL
A-2023-04-167,V-2023-04-167-1,P-2023-04-167-1-10,AYACUCHO,LUCANAS,CARMEN SALCEDO,PASAJERO,LESIONADO,,,IDENTIFICADO,,69,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,ÓMNIBUS,06/04/2023,2023,ABRIL,JUEVES,10,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2023-04-167,V-2023-04-167-1,P-2023-04-167-1-11,AYACUCHO,LUCANAS,CARMEN SALCEDO,PASAJERO,LESIONADO,,,IDENTIFICADO,,86,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,ÓMNIBUS,06/04/2023,2023,ABRIL,JUEVES,10,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2023-04-167,V-2023-04-167-1,P-2023-04-167-1-15,AYACUCHO,LUCANAS,CARMEN SALCEDO,PASAJERO,LESIONADO,,,IDENTIFICADO,,79,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,ÓMNIBUS,06/04/2023,2023,ABRIL,JUEVES,10,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2023-04-167,V-2023-04-167-1,P-2023-04-167-1-31,AYACUCHO,LUCANAS,CARMEN SALCEDO,PASAJERO,LESIONADO,,,IDENTIFICADO,,20,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,ÓMNIBUS,06/04/2023,2023,ABRIL,JUEVES,10,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2023-04-167,V-2023-04-167-1,P-2023-04-167-1-5,AYACUCHO,LUCANAS,CARMEN SALCEDO,PASAJERO,FALLECIDO,,,IDENTIFICADO,,19,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,ÓMNIBUS,06/04/2023,2023,ABRIL,JUEVES,10,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2023-04-167,V-2023-04-167-1,P-2023-04-167-1-7,AYACUCHO,LUCANAS,CARMEN SALCEDO,PASAJERO,LESIONADO,,,IDENTIFICADO,,56,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,ÓMNIBUS,06/04/2023,2023,ABRIL,JUEVES,10,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2023-04-17,V-2023-04-17-1,P-2023-04-17-1-1,ICA,PISCO,SAN CLEMENTE,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,11/04/2023,2023,ABRIL,MARTES,19,ATROPELLO FUGA,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-1SE,NACIONAL
A-2023-04-2,V-2023-04-2-1,P-2023-04-2-1-1,PUNO,EL COLLAO,ILAVE,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,03/04/2023,2023,ABRIL,LUNES,2,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CARRETERA NACIONAL,PE-3S,NACIONAL
A-2023-04-2,V-2023-04-2-2,P-2023-04-2-2-1,PUNO,EL COLLAO,ILAVE,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,44,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,MOTOCICLETA,03/04/2023,2023,ABRIL,LUNES,2,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CARRETERA NACIONAL,PE-3S,NACIONAL
A-2023-04-28,V-2023-04-28-1,P-2023-04-28-1-2,APURIMAC,ANDAHUAYLAS,TALAVERA,OCUPANTE,FALLECIDO,,,IDENTIFICADO,,83,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,16/04/2023,2023,ABRIL,DOMINGO,10,DESPISTE,IMPERICIA DEL CONDUCTOR,N/I,CARRETERA VECINAL,AP-572,VECINAL
A-2023-04-3,V-2023-04-3-1,P-2023-04-3-1-1,PUNO,CHUCUITO,POMATA,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,PERÚ,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,05/04/2023,2023,ABRIL,MIÉRCOLES,15,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CARRETERA NACIONAL,PE-3S,NACIONAL
A-2023-04-46,V-2023-04-46-2,P-2023-04-46-2-2,CUSCO,CALCA,CALCA,OCUPANTE,LESIONADO,,,NO IDENTIFICADO,,NO INDICA,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,MOTOCICLETA,23/04/2023,2023,ABRIL,DOMINGO,4,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CARRETERA DEPARTAMENTAL,CU-105,DEPARTAMENTAL
A-2023-04-55,V-2023-04-55-1,P-2023-04-55-1-1,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,CONDUCTOR,ILESO,,,IDENTIFICADO,,31,MASCULINO,SE DESCONOCE,VIGENTE,A II B,,NO SE REALIZO,,OTRO,23/04/2023,2023,ABRIL,DOMINGO,8,ATROPELLO,N/I,N/I,CARRETERA DEPARTAMENTAL,HV-108,DEPARTAMENTAL
A-2023-04-55,V-2023-04-55-1,P-2023-04-55-1-2,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,OCUPANTE,FALLECIDO,,,IDENTIFICADO,,7,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,OTRO,23/04/2023,2023,ABRIL,DOMINGO,8,ATROPELLO,N/I,N/I,CARRETERA DEPARTAMENTAL,HV-108,DEPARTAMENTAL
A-2023-04-62,V-2023-04-62-1,P-2023-04-62-1-1,ANCASH,HUAYLAS,PUEBLO LIBRE,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,46,MASCULINO,SE DESCONOCE,VIGENTE,A I,,NO SE REALIZO,,CAMIONETA RURAL,21/04/2023,2023,ABRIL,VIERNES,4,DESPISTE,N/I,N/I,CALLE,NO CORRESPONDE,URBANO
A-2023-04-62,V-2023-04-62-1,P-2023-04-62-1-2,ANCASH,HUAYLAS,PUEBLO LIBRE,OCUPANTE,FALLECIDO,,,IDENTIFICADO,,43,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA RURAL,21/04/2023,2023,ABRIL,VIERNES,4,DESPISTE,N/I,N/I,CALLE,NO CORRESPONDE,URBANO
A-2023-04-64,V-2023-04-64-1,P-2023-04-64-1-10,CUSCO,LA CONVENCION,HUAYOPATA,OCUPANTE,LESIONADO,,,NO IDENTIFICADO,,NO INDICA,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,16/04/2023,2023,ABRIL,DOMINGO,6,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2023-04-64,V-2023-04-64-1,P-2023-04-64-1-11,CUSCO,LA CONVENCION,HUAYOPATA,OCUPANTE,LESIONADO,,,IDENTIFICADO,,55,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,16/04/2023,2023,ABRIL,DOMINGO,6,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2023-04-64,V-2023-04-64-1,P-2023-04-64-1-12,CUSCO,LA CONVENCION,HUAYOPATA,OCUPANTE,LESIONADO,,,IDENTIFICADO,,63,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,16/04/2023,2023,ABRIL,DOMINGO,6,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2023-04-64,V-2023-04-64-1,P-2023-04-64-1-13,CUSCO,LA CONVENCION,HUAYOPATA,OCUPANTE,LESIONADO,,,NO IDENTIFICADO,,NO INDICA,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,16/04/2023,2023,ABRIL,DOMINGO,6,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2023-04-64,V-2023-04-64-1,P-2023-04-64-1-14,CUSCO,LA CONVENCION,HUAYOPATA,OCUPANTE,LESIONADO,,,NO IDENTIFICADO,,NO INDICA,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,16/04/2023,2023,ABRIL,DOMINGO,6,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2023-04-64,V-2023-04-64-1,P-2023-04-64-1-9,CUSCO,LA CONVENCION,HUAYOPATA,OCUPANTE,LESIONADO,,,NO IDENTIFICADO,,NO INDICA,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA PICK UP,16/04/2023,2023,ABRIL,DOMINGO,6,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2023-04-66,V-2023-04-66-2,P-2023-04-66-2-2,LIMA,HUAURA,SAYAN,PASAJERO,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,55,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,NO,AUTOMÓVIL,12/04/2023,2023,ABRIL,MIÉRCOLES,16,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,CARRETERA NACIONAL,PE-18,NACIONAL
A-2023-04-69,V-2023-04-69-1,P-2023-04-69-1-1,ANCASH,HUAYLAS,CARAZ,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,15/04/2023,2023,ABRIL,SÁBADO,21,ATROPELLO FUGA,N/I,N/I,CARRETERA NACIONAL,PE-3N,NACIONAL
A-2023-04-75,V-2023-04-75-1,P-2023-04-75-1-2,AMAZONAS,LUYA,SAN JERONIMO,PASAJERO,FALLECIDO,,,IDENTIFICADO,,30,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA RURAL,07/04/2023,2023,ABRIL,VIERNES,15,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-08C,NACIONAL
A-2023-04-98,V-2023-04-98-1,P-2023-04-98-1-1,APURIMAC,COTABAMBAS,COYLLURQUI,CONDUCTOR,LESIONADO,,,IDENTIFICADO,,26,MASCULINO,SE DESCONOCE,VIGENTE,A I,,NO SE REALIZO,,CAMIONETA PICK UP,02/04/2023,2023,ABRIL,DOMINGO,1,VOLCADURA,N/I,N/I,CARRETERA DEPARTAMENTAL,AP-114,DEPARTAMENTAL
