CODIGO_SINIESTRO,FECHA_SINIESTRO,HORA_SINIESTRO,CLASE_SINIESTRO,CANTIDAD_DE_FALLECIDOS,CANTIDAD_DE_LESIONADOS,CANTIDAD_DE_VEHICULOS_DANADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO_DE_VIA,RED_VIAL,COD_CARRETERA,EXISTE_CICLOVIA,COORDENADAS_LATITUD,COORDENADAS_LONGITUD,CONDICION_CLIMATICA,ZONIFICACION,CARACTERISTICAS_DE_VIA,PERFIL_LONGITUDINAL_VIA,SUPERFICIE_DE_CALZADA,EXISTE_SENAL_VERTICAL,CLASIFICACION_DE_LA_SENAL_VERTICAL_N_1,CLASIFICACION_DE_LA_SENAL_VERTICAL_N_2,EXISTE_SENAL_HORIZONTAL,CAUSA_FACTOR_PRINCIPAL,CAUSA_ESPECIFICA
A-2022-05-82,22/05/2022,19:20,ATROPELLO,1,0,1,ICA,ICA,ICA,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-14.0707216655716,-75.7388886291977,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,NO,NO IDENTIFICA LA CAUSA,
A-2022-05-252,22/05/2022,19:30,CHOQUE,1,0,,JUNIN,TARMA,PALCA,RURAL,CARRETERA,NACIONAL,PE-22B,NO,-11.2771533557695,-75.5626880646752,DESPEJADO,RURAL,TÚNEL,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-05-74,22/05/2023,03:40,CHOQUE,5,4,2,LA LIBERTAD,TRUJILLO,LAREDO,RURAL,CARRETERA,NACIONAL,PE-10A,NO,-8.09588962846733,-78.9666237154065,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-05-92,22/05/2023,05:50,DESPISTE,2,0,1,PIURA,HUANCABAMBA,HUARMACA,RURAL,CARRETERA,NACIONAL,PE-04B,NO,-5.8306,-79.4774,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),REGULADORA (R),NO,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2023-05-98,22/05/2023,06:30,CHOQUE,1,0,1,PIURA,PIURA,VEINTISEIS DE OCTUBRE,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-5.1731216,-80.6819183,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-05-20,22/05/2023,06:40,CHOQUE,1,0,2,ICA,NASCA,NASCA,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-14.8216762,-74.9659506,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-05-167,22/05/2023,11:50,CHOQUE,1,0,2,CAJAMARCA,CONTUMAZA,YONAN,RURAL,CARRETERA,NACIONAL,PE-08,NO,-7.179834,-79.013475,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-05-123,22/05/2023,20:20,CHOQUE,1,0,,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-11.899354,-77.067782,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-06-248,22/06/2021,02:30,ATROPELLO FUGA,1,0,0,LIMA,LIMA,INDEPENDENCIA,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-11.988199,-77.0645344,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-06-148,22/06/2021,06:40,CHOQUE,1,5,2,ICA,ICA,SALAS,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-13.960023,-75.784643,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE
A-2021-06-287,22/06/2021,08:05,CHOQUE,1,0,2,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,RURAL,CARRETERA,NACIONAL,PE-1NJ,NO,-6.379078,-79.8114,NUBLADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-06-300,22/06/2021,10:50,DESPISTE,1,1,1,PUNO,LAMPA,PUCARA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-15.0972742,-70.3563098,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,CONDUCIR CON FALLAS DE NEUMÁTICOS
A-2021-06-319,22/06/2021,12:00,DESPISTE,1,0,1,PIURA,AYABACA,SUYO,RURAL,CARRETERA,NACIONAL,PE-1NL,NO,-4.5766174391733,-80.1821869177793,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,,
A-2021-06-250,22/06/2021,13:35,CHOQUE,1,0,0,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.99179,-77.07511,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-06-232,22/06/2021,15:55,CHOQUE,1,1,2,PUNO,CARABAYA,SAN GABAN,RURAL,CARRETERA,NACIONAL,PE-34B,NO,-13.4335822906224,-70.3296124784275,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-06-163,22/06/2021,18:00,CHOQUE,1,0,0,PUNO,PUNO,VILQUE,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-15.7820572,-70.22156406,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2021-06-251,22/06/2021,21:30,ATROPELLO,1,0,0,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.25702,-76.88783,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-06-215,22/06/2021,23:10,CHOQUE,1,4,2,AYACUCHO,HUAMANGA,OCROS,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-13.40222,-73.904601,DESPEJADO,RURAL,OTRO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-06-248,22/06/2022,05:30,VOLCADURA,1,0,1,JUNIN,CHANCHAMAYO,SAN RAMON,RURAL,CARRETERA,NACIONAL,PE-22B,NO,-11.1651229273518,-75.4282932120354,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2022-06-235,22/06/2022,19:00,ATROPELLO FUGA,1,0,1,PIURA,SECHURA,BERNAL,URBANA,CARRETERA,VECINAL,PI-1040,NO,-5.44840666,-80.739346,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-06-168,22/06/2022,21:29,CHOQUE,1,0,,PIURA,SECHURA,SECHURA,URBANA,CARRETERA,NACIONAL,PE-1NJ,NO,-5.56785432265989,-80.8144296580371,DESPEJADO,RURAL,INTERSECCIÓN,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-06-145,22/06/2023,06:00,VOLCADURA,1,1,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.19513792,-76.93481918,DESPEJADO,COMERCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-06-65,22/06/2023,07:10,ESPECIAL,1,0,,PUNO,PUNO,PUNO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-15.839253,-70.018109,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2023-06-146,22/06/2023,08:45,ATROPELLO,1,0,,LIMA,LIMA,INDEPENDENCIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.00786703,-77.05837381,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-06-72,22/06/2023,16:30,CHOQUE FUGA,1,0,1,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,RURAL,CARRETERA,VECINAL,LI-819,NO,-7.79399042597583,-78.1268691654501,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-06-73,22/06/2023,17:00,DESPISTE,1,0,1,LA LIBERTAD,BOLIVAR,BOLIVAR,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-7.343829,-77.69442,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-07-275,22/07/2021,04:50,ATROPELLO,1,0,1,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,NO,-12.0446089028614,-77.1265551271331,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,SI,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2021-07-159,22/07/2021,05:00,DESPISTE,1,0,1,CUSCO,QUISPICANCHI,MARCAPATA,RURAL,CARRETERA,NACIONAL,PE-30C,NO,-13.60481,-71.05254,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),REGULADORA (R),SI,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2021-07-125,22/07/2021,05:25,CHOQUE,1,0,2,PIURA,SECHURA,SECHURA,RURAL,CARRETERA,NACIONAL,PE-1NK,NO,-5.5149555,-80.8180217,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),INFORMATIVA (I),SI,,
A-2021-07-257,22/07/2021,15:30,ATROPELLO,1,0,0,LIMA,LIMA,ATE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,SI,-12.0330124611277,-76.9383752518741,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-07-249,22/07/2021,18:30,DESPISTE,1,0,,PASCO,PASCO,HUARIACA,RURAL,CARRETERA,VECINAL,PA-545,,-10.4402242750738,-76.1960974389186,,,,,,,,,,,
A-2021-07-266,22/07/2021,21:15,CHOQUE,1,1,2,LIMA,BARRANCA,PATIVILCA,RURAL,CARRETERA,NACIONAL,PE-16A,NO,-10.679559589668,-77.7163400820985,NUBLADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-07-307,22/07/2021,23:00,DESPISTE,1,1,1,AREQUIPA,CAMANA,SAMUEL PASTOR,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-16.6585069476299,-72.6275466551883,DESPEJADO,RURAL,OTRO,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-07-158,22/07/2022,18:30,CHOQUE,1,0,3,PUNO,SAN ROMAN,JULIACA,RURAL,CARRETERA,DEPARTAMENTAL,PU-124,NO,-15.4304877,-70.3009436,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-07-208,22/07/2022,20:00,ATROPELLO FUGA,1,0,,ANCASH,SANTA,CHIMBOTE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-9.07444798273578,-78.577105546358,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-07-101,22/07/2022,20:20,ATROPELLO,1,0,1,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-8.143138,-79.049077,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2023-07-66,22/07/2023,09:00,DESPISTE,2,0,1,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,RURAL,CARRETERA,NACIONAL,PE-3N,NO,-7.854673,-78.10386143,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-07-47,22/07/2023,10:00,CHOQUE,2,1,2,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,RURAL,CARRETERA,NACIONAL,PE-08B,NO,-6.2382314,-77.9202878,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2023-07-144,22/07/2023,19:30,ATROPELLO,1,0,,LIMA,LIMA,PUNTA NEGRA,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.368523,-76.787539,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2023-07-145,22/07/2023,20:30,ATROPELLO,1,0,,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.87928921,-77.01916338,DESPEJADO,COMERCIAL,SINUOSA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-146,22/07/2023,21:10,CHOQUE,1,0,,LIMA,LIMA,LA MOLINA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.07604295,-76.96193408,DESPEJADO,ESCOLAR,CURVA,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-07-159,22/07/2023,23:45,DESPISTE,1,2,1,HUANCAVELICA,TAYACAJA,ACOSTAMBO,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-12.3773094390381,-75.0482993396702,DESPEJADO,RURAL,SINUOSA,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-08-159,22/08/2021,04:00,ATROPELLO FUGA,1,0,1,LAMBAYEQUE,CHICLAYO,PIMENTEL,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-6.74260038811071,-79.8763077617862,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-08-244,22/08/2021,04:30,VOLCADURA,1,0,0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,SI,-12.0116337421676,-77.0891815895272,NUBLADO,ESCOLAR,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-08-128,22/08/2021,06:10,CHOQUE,1,6,2,PIURA,PIURA,TAMBO GRANDE,RURAL,CARRETERA,NACIONAL,PE-1NJ,NO,-5.146997,-80.399774,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,,
A-2021-08-172,22/08/2021,12:10,ATROPELLO,1,0,1,LA LIBERTAD,CHEPEN,CHEPEN,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.192562,-79.429835,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-08-130,22/08/2021,12:50,ATROPELLO FUGA,1,0,1,ANCASH,RECUAY,CATAC,RURAL,CARRETERA,NACIONAL,PE-3N,NO,-10.1234226601898,-77.2917998883457,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),INFORMATIVA (I),SI,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-08-158,22/08/2021,12:54,ATROPELLO,1,0,1,CUSCO,CUSCO,SAYLLA,URBANA,CARRETERA,NACIONAL,PE-3S,NO,-13.574089,-71.822298,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),INFORMATIVA (I),SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-08-131,22/08/2021,14:00,ATROPELLO,1,1,1,ANCASH,CARHUAZ,CARHUAZ,URBANA,CARRETERA,NACIONAL,PE-3N,NO,-9.29018113068699,-77.6363168973784,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2021-08-138,22/08/2021,16:00,ATROPELLO,1,0,1,PIURA,PIURA,CURA MORI,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-5.406318,-80.612744,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,,
A-2021-08-196,22/08/2021,16:10,CHOQUE,1,0,2,JUNIN,CHANCHAMAYO,PERENE,RURAL,CARRETERA,NACIONAL,PE-5S,NO,-10.8874539513445,-74.9621359133451,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,,
A-2021-08-319,22/08/2021,16:30,CHOQUE,1,0,2,SAN MARTIN,LAMAS,LAMAS,RURAL,CARRETERA,NACIONAL,PE-5N,NO,-6.4786,-76.5049,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE
A-2021-08-194,22/08/2021,18:00,ATROPELLO,1,0,0,PUNO,SAN ROMAN,CABANILLAS,RURAL,CARRETERA,NACIONAL,PE-34A,NO,-15.6604137,-70.3640193,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-08-245,22/08/2021,18:15,ATROPELLO,1,0,0,LIMA,LIMA,SAN BARTOLO,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.3853018761742,-76.7700038820172,NUBLADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-08-299,22/08/2021,19:12,CHOQUE,1,0,2,PIURA,TALARA,LA BREA,RURAL,CARRETERA,DEPARTAMENTAL,PI-101,NO,-4.6196373,-81.2889006,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-08-326,22/08/2021,19:30,DESPISTE,1,0,,APURIMAC,ABANCAY,CIRCA,RURAL,CARRETERA,NACIONAL,PE-30A,,-13.788102,-72.947077,,,,,,,,,,,
A-2021-08-161,22/08/2021,21:30,ATROPELLO,1,0,1,CUSCO,LA CONVENCION,QUELLOUNO,URBANA,JIRÓN,URBANO,NO CORRESPONDE,NO,-12.521364,-72.414141,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-08-266,22/08/2021,22:10,DESPISTE,1,0,1,LIMA,BARRANCA,PATIVILCA,RURAL,CARRETERA,VECINAL,LM-512,NO,-10.6569492820885,-77.7201068480366,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-08-247,22/08/2021,23:45,CHOQUE,1,1,0,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.1361355929177,-76.9802738445241,NUBLADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-08-38,22/08/2022,00:05,ATROPELLO FUGA,1,0,,PUNO,PUNO,PLATERIA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-15.9414239230559,-69.8608213651606,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-08-179,22/08/2022,06:00,CHOQUE,1,0,,LA LIBERTAD,VIRU,GUADALUPITO,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.966218,-78.621979,DESPEJADO,RURAL,PUENTE,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-08-105,22/08/2022,11:00,DESPISTE,1,0,1,HUANCAVELICA,HUANCAVELICA,YAULI,RURAL,CARRETERA,DEPARTAMENTAL,HV-112,NO,-12.783613,-74.878034,DESPEJADO,RURAL,CURVA,PLANA ,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2022-08-57,22/08/2022,12:30,DESPISTE,2,0,1,CUSCO,CHUMBIVILCAS,COLQUEMARCA,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-14.17791178,-72.072791,DESPEJADO,RURAL,CURVA,INCLINADA,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-08-49,22/08/2022,15:50,CHOQUE,1,1,2,LA LIBERTAD,VIRU,VIRU,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.364427,-78.870685,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2022-08-255,22/08/2022,17:45,CHOQUE,1,1,2,ICA,CHINCHA,ALTO LARAN,RURAL,CARRETERA,VECINAL,IC-514,NO,-13.453583,-76.086533,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-08-55,22/08/2022,19:00,CHOQUE,1,3,2,ICA,NASCA,MARCONA,URBANA,CARRETERA,NACIONAL,PE-30,NO,-15.294279,-75.129566,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-08-257,22/08/2022,20:35,CHOQUE,1,0,2,ICA,CHINCHA,PUEBLO NUEVO,URBANA,CARRETERA,DEPARTAMENTAL,IC-100,NO,-13.4013914905231,-76.1288272387579,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-08-39,22/08/2022,21:40,CHOQUE,1,0,,PUNO,CHUCUITO,DESAGUADERO,RURAL,CARRETERA,NACIONAL,PE-36A,NO,-16.5928260403945,-69.0744727355663,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,VEHÍCULO MAL ESTACIONADO
A-2023-08-101,22/08/2023,15:40,ATROPELLO,1,0,,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.18818487,-76.98271302,DESPEJADO,RESIDENCIAL,CURVA,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-09-134,22/09/2021,02:30,DESPISTE,1,2,1,PIURA,MORROPON,SANTO DOMINGO,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-5.003616,-79.850205,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-09-132,22/09/2021,04:40,DESPISTE,2,0,1,LA LIBERTAD,TRUJILLO,TRUJILLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-8.123396,-79.022813,DESPEJADO,COMERCIAL,PUENTE,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-09-88,22/09/2021,05:30,ATROPELLO FUGA,1,0,0,AREQUIPA,ISLAY,COCACHACRA,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-16.981594,-71.776746,NIEBLA,RURAL,CURVA,INCLINADA,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),SI,NO IDENTIFICA LA CAUSA,
A-2021-09-136,22/09/2021,06:10,CHOQUE FUGA,1,0,1,LA LIBERTAD,TRUJILLO,SALAVERRY,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-8.324195,-78.897364,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-09-110,22/09/2021,06:40,CHOQUE,2,3,2,AREQUIPA,CAYLLOMA,MAJES,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-16.372293,-72.171032,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),INFORMATIVA (I),SI,NO IDENTIFICA LA CAUSA,
A-2021-09-101,22/09/2021,14:30,CHOQUE,1,0,2,PUNO,HUANCANE,HUANCANE,RURAL,CARRETERA,NACIONAL,PE-34H,NO,-15.2162068,-69.8305542,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO
A-2021-09-137,22/09/2021,15:00,CAÍDA DE PASAJERO,1,1,2,LA LIBERTAD,ASCOPE,PAIJAN,RURAL,CALLE,URBANO,NO CORRESPONDE,NO,-7.74059,-79.29443,DESPEJADO,RURAL,CURVA,PLANA ,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE
A-2021-09-109,22/09/2021,18:00,ATROPELLO,1,1,1,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,RURAL,CARRETERA,NACIONAL,PE-1NJ,NO,-6.16611296913572,-79.6993141711844,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-09-223,22/09/2022,01:40,DESPISTE,1,0,,PIURA,PIURA,PIURA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,SI,-5.178591,-80.644672,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
