CODIGO_SINIESTRO,CODIGO_VEHICULO,DEPARTAMENTO,PROVINCIA,DISTRITO,SITUACION_VEHICULO,ESTADO_MODALIDAD,MODALIDAD_DE_TRANSPORTE,ELEMENTO_TRANSPORTADO,AMBITO_SERVICIO,POSEE_SEGURO,ESTADO_SOAT,TIPO_SEGURO,COMPANIA_SEGURO,POSEE_CITV,ESTADO_CITV,LUGAR_IMPACTO_VEHICULO,VEHICULO,TIPO_SINIESTRO,FECHA,ANO,MES,DIA,HORA,CODIGO_DE_CARRETERA,TIPO_DE_VIA
A-2023-02-128,V-2023-02-128-2,ICA,CHINCHA,EL CARMEN,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,CRECER SEGUROS,SI,VIGENTE,POSTERIOR-DERECHA,AUTOMÓVIL,CHOQUE,10/02/2023,2023,FEBRERO,VIERNES,15,PE-1SE,CARRETERA
A-2023-02-129,V-2023-02-129-1,ICA,CHINCHA,CHINCHA ALTA,IDENTIFICADO,HABILITADO,TAXI,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,FRONTAL-DERECHA,AUTOMÓVIL,ATROPELLO,12/02/2023,2023,FEBRERO,DOMINGO,22,PE-26,CARRETERA
A-2023-02-130,V-2023-02-130-1,CALLAO,CALLAO,CALLAO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,PACIFICO,SI,VIGENTE,,CAMIÓN,ATROPELLO,20/02/2023,2023,FEBRERO,LUNES,16,PE-20,CARRETERA
A-2023-02-13,V-2023-02-13-1,AREQUIPA,ISLAY,PUNTA DE BOMBON,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,,AUTOMÓVIL,DESPISTE,06/02/2023,2023,FEBRERO,LUNES,12,PE-1SD,CARRETERA
A-2023-02-131,V-2023-02-131-1,JUNIN,HUANCAYO,HUALHUAS,IDENTIFICADO,NO CORRESPONDE,PUBLICO URBANO,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,FRONTAL-IZQUIERDA,CAMIONETA RURAL,ATROPELLO,24/02/2023,2023,FEBRERO,VIERNES,20,PE-3S,CARRETERA
A-2023-02-132,V-2023-02-132-1,JUNIN,YAULI,LA OROYA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,FRONTAL-CENTRO,AUTOMÓVIL,DESPISTE,25/02/2023,2023,FEBRERO,SÁBADO,14,PE-3S,CARRETERA
A-2023-02-133,V-2023-02-133-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE,02/02/2023,2023,FEBRERO,JUEVES,17,NO CORRESPONDE,AVENIDA
A-2023-02-133,V-2023-02-133-2,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,TAXI,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,INTERSEGUROS,SI,VIGENTE,,AUTOMÓVIL,CHOQUE,02/02/2023,2023,FEBRERO,JUEVES,17,NO CORRESPONDE,AVENIDA
A-2023-02-134,V-2023-02-134-1,LIMA,LIMA,PUENTE PIEDRA,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,,REMOLCADOR-SEMIREMOLQUE,CHOQUE,07/02/2023,2023,FEBRERO,MARTES,9,PE-1N,CARRETERA
A-2023-02-134,V-2023-02-134-2,LIMA,LIMA,PUENTE PIEDRA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE,07/02/2023,2023,FEBRERO,MARTES,9,PE-1N,CARRETERA
A-2023-02-135,V-2023-02-135-1,LIMA,LIMA,PUENTE PIEDRA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO CORRESPONDE,NO APLICA,,AUTOMÓVIL,ATROPELLO,07/02/2023,2023,FEBRERO,MARTES,20,PE-1N,CARRETERA
A-2023-02-136,V-2023-02-136-1,LIMA,LIMA,PUCUSANA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,NO CORRESPONDE,NO APLICA,,AUTOMÓVIL,ATROPELLO,07/02/2023,2023,FEBRERO,MARTES,20,PE-1S,CARRETERA
A-2023-02-137,V-2023-02-137-1,LIMA,LIMA,SANTA ANITA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGUROS,SI,VIGENTE,,AUTOMÓVIL,ATROPELLO,07/02/2023,2023,FEBRERO,MARTES,21,PE-1N,CARRETERA
A-2023-02-138,V-2023-02-138-1,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,REGULAR(INTERPROVINCIAL),PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,,ÓMNIBUS,CHOQUE,08/02/2023,2023,FEBRERO,MIÉRCOLES,15,NO CORRESPONDE,AVENIDA
A-2023-02-138,V-2023-02-138-2,LIMA,LIMA,VILLA EL SALVADOR,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VENCIDO,SOAT,LA POSITIVA,SI,VIGENTE,,AUTOMÓVIL,CHOQUE,08/02/2023,2023,FEBRERO,MIÉRCOLES,15,NO CORRESPONDE,AVENIDA
A-2023-02-139,V-2023-02-139-1,LIMA,LIMA,CHORRILLOS,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,INTERSEGUROS,SI,VIGENTE,,CAMIÓN,DESPISTE,14/02/2023,2023,FEBRERO,MARTES,13,NO CORRESPONDE,CALLE
A-2023-02-140,V-2023-02-140-1,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE,14/02/2023,2023,FEBRERO,MARTES,23,PE-1S,CARRETERA
A-2023-02-140,V-2023-02-140-2,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,PACIFICO,SI,VIGENTE,,CAMIONETA PICK UP,CHOQUE,14/02/2023,2023,FEBRERO,MARTES,23,PE-1S,CARRETERA
A-2023-02-14,V-2023-02-14-1,ANCASH,HUARI,CHAVIN DE HUANTAR,IDENTIFICADO,NO HABILITADO,AMBULANCIA,,,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,,CAMIONETA PICK UP,DESPISTE,07/02/2023,2023,FEBRERO,MARTES,4,PE-1N,CARRETERA
A-2023-02-141,V-2023-02-141-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,NO CORRESPONDE,NO APLICA,,MOTOCICLETA,ATROPELLO,15/02/2023,2023,FEBRERO,MIÉRCOLES,19,NO CORRESPONDE,AVENIDA
A-2023-02-142,V-2023-02-142-1,LIMA,LIMA,LIMA,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,CAMIÓN,ATROPELLO,16/02/2023,2023,FEBRERO,JUEVES,11,NO CORRESPONDE,JIRÓN
A-2023-02-143,V-2023-02-143-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,,REMOLCADOR-SEMIREMOLQUE,CHOQUE,17/02/2023,2023,FEBRERO,VIERNES,6,NO CORRESPONDE,AVENIDA
A-2023-02-143,V-2023-02-143-2,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGUROS,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE,17/02/2023,2023,FEBRERO,VIERNES,6,NO CORRESPONDE,AVENIDA
A-2023-02-144,V-2023-02-144-1,LIMA,LIMA,COMAS,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,,REMOLCADOR-SEMIREMOLQUE,CHOQUE,18/02/2023,2023,FEBRERO,SÁBADO,6,NO CORRESPONDE,AVENIDA
A-2023-02-144,V-2023-02-144-2,LIMA,LIMA,COMAS,IDENTIFICADO,HABILITADO,SERVICIO ESPECIAL DE PASAJEROS,PERSONAS,DISTRITAL,NO ESPECIFICA,NO REGISTRA,,,NO,NO REGISTRA,,TRIMOTO PASAJERO,CHOQUE,18/02/2023,2023,FEBRERO,SÁBADO,6,NO CORRESPONDE,AVENIDA
A-2023-02-145,V-2023-02-145-1,LIMA,LIMA,PUEBLO LIBRE,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,ÓMNIBUS,ATROPELLO FUGA,20/02/2023,2023,FEBRERO,LUNES,19,NO CORRESPONDE,AVENIDA
A-2023-02-146,V-2023-02-146-1,LIMA,LIMA,SAN BORJA,IDENTIFICADO,HABILITADO,REGULAR(INTERPROVINCIAL),PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,,ÓMNIBUS,ATROPELLO,22/02/2023,2023,FEBRERO,MIÉRCOLES,10,NO CORRESPONDE,AVENIDA
A-2023-02-147,V-2023-02-147-1,LIMA,LIMA,RIMAC,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,PACIFICO,SI,VIGENTE,,REMOLCADOR-SEMIREMOLQUE,CHOQUE,22/02/2023,2023,FEBRERO,MIÉRCOLES,21,PE-1N,CARRETERA
A-2023-02-147,V-2023-02-147-2,LIMA,LIMA,RIMAC,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE,22/02/2023,2023,FEBRERO,MIÉRCOLES,21,PE-1N,CARRETERA
A-2023-02-148,V-2023-02-148-1,LIMA,LIMA,LA VICTORIA,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,NO SE CONOCE,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,23/02/2023,2023,FEBRERO,JUEVES,15,NO CORRESPONDE,AVENIDA
A-2023-02-149,V-2023-02-149-1,LIMA,LIMA,CARABAYLLO,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,ÓMNIBUS,ATROPELLO,20/02/2023,2023,FEBRERO,LUNES,5,NO CORRESPONDE,AVENIDA
A-2023-02-150,V-2023-02-150-1,LIMA,LIMA,BARRANCO,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,RIMAC,NO CORRESPONDE,NO APLICA,,MOTOCICLETA,DESPISTE,23/02/2023,2023,FEBRERO,JUEVES,19,NO CORRESPONDE,AVENIDA
A-2023-02-15,V-2023-02-15-1,AREQUIPA,ISLAY,PUNTA DE BOMBON,IDENTIFICADO,NO CORRESPONDE,CARGA,,,SI,VIGENTE,SOAT,PACIFICO,SI,VIGENTE,,REMOLCADOR-SEMIREMOLQUE,CHOQUE,11/02/2023,2023,FEBRERO,SÁBADO,19,PE-1SD,CARRETERA
A-2023-02-151,V-2023-02-151-1,LIMA,LIMA,RIMAC,IDENTIFICADO,HABILITADO,PUBLICO URBANO,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,ÓMNIBUS,CHOQUE,26/02/2023,2023,FEBRERO,DOMINGO,17,NO CORRESPONDE,AVENIDA
A-2023-02-151,V-2023-02-151-2,LIMA,LIMA,RIMAC,IDENTIFICADO,HABILITADO,SERVICIO ESPECIAL DE PASAJEROS,PERSONAS,NO SE CONOCE,NO ESPECIFICA,NO REGISTRA,,,NO,NO REGISTRA,,TRIMOTO PASAJERO,CHOQUE,26/02/2023,2023,FEBRERO,DOMINGO,17,NO CORRESPONDE,AVENIDA
A-2023-02-15,V-2023-02-15-2,AREQUIPA,ISLAY,PUNTA DE BOMBON,IDENTIFICADO,NO CORRESPONDE,NO CORRESPONDE,,,NO,NO REGISTRA,,,NO,NO REGISTRA,,OTRO,CHOQUE,11/02/2023,2023,FEBRERO,SÁBADO,19,PE-1SD,CARRETERA
A-2023-02-152,V-2023-02-152-1,LIMA,LIMA,LOS OLIVOS,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,NACIONAL,SI,VIGENTE,SOAT,INTERSEGUROS,SI,VIGENTE,,CAMIÓN,ATROPELLO,11/02/2023,2023,FEBRERO,SÁBADO,11,NO CORRESPONDE,AVENIDA
A-2023-02-153,V-2023-02-153-1,LIMA,LIMA,SANTIAGO DE SURCO,IDENTIFICADO,HABILITADO,TAXI,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,CAMIONETA RURAL,ATROPELLO,20/02/2023,2023,FEBRERO,LUNES,7,PE-1S,CARRETERA
A-2023-02-154,V-2023-02-154-1,UCAYALI,CORONEL PORTILLO,YARINACOCHA,IDENTIFICADO,NO HABILITADO,PUBLICO URBANO,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,,MINIBUS,CHOQUE,16/02/2023,2023,FEBRERO,JUEVES,4,NO CORRESPONDE,AVENIDA
A-2023-02-154,V-2023-02-154-2,UCAYALI,CORONEL PORTILLO,YARINACOCHA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE,16/02/2023,2023,FEBRERO,JUEVES,4,NO CORRESPONDE,AVENIDA
A-2023-02-155,V-2023-02-155-1,HUANUCO,PUERTO INCA,PUERTO INCA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,ÓMNIBUS,CHOQUE,24/02/2023,2023,FEBRERO,VIERNES,10,PE-5NH,CARRETERA
A-2023-02-155,V-2023-02-155-2,HUANUCO,PUERTO INCA,PUERTO INCA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO CORRESPONDE,NO APLICA,,MOTOCICLETA,CHOQUE,24/02/2023,2023,FEBRERO,VIERNES,10,PE-5NH,CARRETERA
A-2023-02-156,V-2023-02-156-1,AYACUCHO,HUAMANGA,ACOCRO,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,SI,VIGENTE,SOAT,INTERSEGUROS,SI,VIGENTE,CENTRO-DERECHA,CAMIÓN,DESPISTE,28/02/2023,2023,FEBRERO,MARTES,13,AY-743,CARRETERA
A-2023-02-157,V-2023-02-157-1,PIURA,PIURA,PIURA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,,MOTOCICLETA,CHOQUE,19/02/2023,2023,FEBRERO,DOMINGO,16,NO CORRESPONDE,AVENIDA
A-2023-02-157,V-2023-02-157-2,PIURA,PIURA,PIURA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO ESPECIFICA,NO REGISTRA,,AUTOMÓVIL,CHOQUE,19/02/2023,2023,FEBRERO,DOMINGO,16,NO CORRESPONDE,AVENIDA
A-2023-02-158,V-2023-02-158-1,CAJAMARCA,CAJAMARCA,LLACANORA,FUGADO,NO CORRESPONDE,NO CORRESPONDE,PERSONAS,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,04/02/2023,2023,FEBRERO,SÁBADO,20,PE-3N,CARRETERA
A-2023-02-158,V-2023-02-158-2,CAJAMARCA,CAJAMARCA,LLACANORA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO,NO REGISTRA,,,NO,NO REGISTRA,,MOTOCICLETA,ATROPELLO FUGA,04/02/2023,2023,FEBRERO,SÁBADO,20,PE-3N,CARRETERA
A-2023-02-159,V-2023-02-159-1,CAJAMARCA,JAEN,BELLAVISTA,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,FRONTAL-CENTRO,CAMIÓN,CHOQUE,28/02/2023,2023,FEBRERO,MARTES,23,PE-5N,CARRETERA
A-2023-02-159,V-2023-02-159-2,CAJAMARCA,JAEN,BELLAVISTA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,BICICLETA,CHOQUE,28/02/2023,2023,FEBRERO,MARTES,23,PE-5N,CARRETERA
A-2023-02-160,V-2023-02-160-1,CUSCO,LA CONVENCION,KIMBIRI,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO ESPECIFICA,NO REGISTRA,CENTRO-CENTRO,CAMIONETA PICK UP,DESPISTE,27/02/2023,2023,FEBRERO,LUNES,22,NO CORRESPONDE,AVENIDA
A-2023-02-16,V-2023-02-16-1,AREQUIPA,AREQUIPA,JACOBO HUNTER,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,INTERSEGUROS,SI,VIGENTE,,AUTOMÓVIL,ESPECIAL,13/02/2023,2023,FEBRERO,LUNES,13,NO CORRESPONDE,AVENIDA
A-2023-02-161,V-2023-02-161-1,PIURA,PIURA,VEINTISEIS DE OCTUBRE,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,CHOQUE FUGA,12/02/2023,2023,FEBRERO,DOMINGO,4,PE-1N,CARRETERA
A-2023-02-161,V-2023-02-161-2,PIURA,PIURA,VEINTISEIS DE OCTUBRE,IDENTIFICADO,NO CORRESPONDE,SERVICIO ESPECIAL DE PASAJEROS,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,,TRIMOTO PASAJERO,CHOQUE FUGA,12/02/2023,2023,FEBRERO,DOMINGO,4,PE-1N,CARRETERA
A-2023-02-17,V-2023-02-17-1,AREQUIPA,CAYLLOMA,MAJES,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO,NO REGISTRA,,,NO,NO REGISTRA,,MOTOCICLETA,DESPISTE,14/02/2023,2023,FEBRERO,MARTES,0,NO CORRESPONDE,AVENIDA
A-2023-02-18,V-2023-02-18-1,AREQUIPA,ISLAY,MOLLENDO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,CRECER SEGUROS,NO,NO REGISTRA,FRONTAL-DERECHA,AUTOMÓVIL,CHOQUE,14/02/2023,2023,FEBRERO,MARTES,19,PE-34,CARRETERA
A-2023-02-18,V-2023-02-18-2,AREQUIPA,ISLAY,MOLLENDO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE,14/02/2023,2023,FEBRERO,MARTES,19,PE-34,CARRETERA
A-2023-02-19,V-2023-02-19-1,LA LIBERTAD,CHEPEN,PACANGA,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,CENTRO-CENTRO,REMOLCADOR-SEMIREMOLQUE,CAÍDA DE PASAJERO,11/02/2023,2023,FEBRERO,SÁBADO,11,PE-1N,CARRETERA
A-2023-02-20,V-2023-02-20-1,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,IDENTIFICADO,HABILITADO,REGULAR(INTERPROVINCIAL),PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,,ÓMNIBUS,ATROPELLO,12/02/2023,2023,FEBRERO,DOMINGO,6,PE-1N,CARRETERA
A-2023-02-2,V-2023-02-2-1,SAN MARTIN,MOYOBAMBA,CALZADA,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,REGIONAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,FRONTAL-CENTRO,CAMIÓN,CHOQUE,04/02/2023,2023,FEBRERO,SÁBADO,17,PE-5NE,CARRETERA
A-2023-02-21,V-2023-02-21-1,LA LIBERTAD,TRUJILLO,EL PORVENIR,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,12/02/2023,2023,FEBRERO,DOMINGO,6,NO CORRESPONDE,AVENIDA
A-2023-02-2,V-2023-02-2-2,SAN MARTIN,MOYOBAMBA,CALZADA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,FRONTAL-CENTRO,AUTOMÓVIL,CHOQUE,04/02/2023,2023,FEBRERO,SÁBADO,17,PE-5NE,CARRETERA
A-2023-02-22,V-2023-02-22-1,LA LIBERTAD,CHEPEN,CHEPEN,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,13/02/2023,2023,FEBRERO,LUNES,23,NO CORRESPONDE,CALLE
A-2023-02-23,V-2023-02-23-1,LA LIBERTAD,TRUJILLO,SALAVERRY,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,NO CORRESPONDE,NO APLICA,,MOTOCICLETA,CHOQUE,14/02/2023,2023,FEBRERO,MARTES,18,PE-1N,CARRETERA
A-2023-02-23,V-2023-02-23-2,LA LIBERTAD,TRUJILLO,SALAVERRY,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,FRONTAL-IZQUIERDA,REMOLCADOR,CHOQUE,14/02/2023,2023,FEBRERO,MARTES,18,PE-1N,CARRETERA
A-2023-02-24,V-2023-02-24-1,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VENCIDO,SOAT,CRECER SEGUROS,NO CORRESPONDE,NO APLICA,,MOTOCICLETA,DESPISTE,15/02/2023,2023,FEBRERO,MIÉRCOLES,11,NO CORRESPONDE,CALLE
A-2023-02-25,V-2023-02-25-1,LA LIBERTAD,TRUJILLO,SALAVERRY,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,FRONTAL-IZQUIERDA,AUTOMÓVIL,DESPISTE,17/02/2023,2023,FEBRERO,VIERNES,11,PE-10,CARRETERA
A-2023-02-26,V-2023-02-26-1,LA LIBERTAD,CHEPEN,CHEPEN,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,,AUTOMÓVIL,ATROPELLO,18/02/2023,2023,FEBRERO,SÁBADO,9,PE-08,CARRETERA
A-2023-02-27,V-2023-02-27-1,LA LIBERTAD,VIRU,GUADALUPITO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,FRONTAL-IZQUIERDA,REMOLCADOR-SEMIREMOLQUE,CHOQUE,18/02/2023,2023,FEBRERO,SÁBADO,16,PE-1N,CARRETERA
A-2023-02-27,V-2023-02-27-2,LA LIBERTAD,VIRU,GUADALUPITO,IDENTIFICADO,NO HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,SI,VIGENTE,SOAT,MAPFRE,SI,VENCIDO,FRONTAL-DERECHA,CAMIÓN,CHOQUE,18/02/2023,2023,FEBRERO,SÁBADO,16,PE-1N,CARRETERA
A-2023-02-28,V-2023-02-28-1,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,IDENTIFICADO,NO HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,SI,VENCIDO,SOAT,INTERSEGUROS,SI,VENCIDO,,CAMIÓN,DESPISTE,20/02/2023,2023,FEBRERO,LUNES,11,PE-3NA,CARRETERA
A-2023-02-29,V-2023-02-29-1,LA LIBERTAD,VIRU,CHAO,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,REMOLCADOR,ATROPELLO,22/02/2023,2023,FEBRERO,MIÉRCOLES,18,NO CORRESPONDE,AVENIDA
A-2023-02-30,V-2023-02-30-1,LA LIBERTAD,OTUZCO,USQUIL,IDENTIFICADO,NO HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,SI,VIGENTE,SOAT,INTERSEGUROS,NO,NO REGISTRA,,CAMIÓN,DESPISTE,23/02/2023,2023,FEBRERO,JUEVES,13,LI-111,CARRETERA
A-2023-02-3,V-2023-02-3-1,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,FRONTAL-IZQUIERDA,CAMIONETA PICK UP,CHOQUE,06/02/2023,2023,FEBRERO,LUNES,1,PE-5N,CARRETERA
A-2023-02-31,V-2023-02-31-1,LA LIBERTAD,TRUJILLO,TRUJILLO,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO CORRESPONDE,NO APLICA,,MOTOCICLETA,DESPISTE,24/02/2023,2023,FEBRERO,VIERNES,3,NO CORRESPONDE,AVENIDA
