CÓDIGO SINIESTRO,FECHA SINIESTRO,HORA SINIESTRO,CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,EXISTE CICLOVÍA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA
A-2021-12-82,25/12/2021,07:45,CHOQUE,1,0,2,ICA,NASCA,VISTA ALEGRE,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-14.9084803174106,-74.98480375259908,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-12-144,25/12/2021,11:21,DESPISTE,1,4,1,CUSCO,CHUMBIVILCAS,VELILLE,RURAL,CARRETERA,NACIONAL,PE-3SW,NO,-14.5711517,-71.8120606,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-12-293,25/12/2021,13:45,ATROPELLO,1,0,1,CALLAO,CALLAO,VENTANILLA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.8885719,-77.13055217,DESPEJADO,INDUSTRIAL,TRAMO RECTO,INCLINADA,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-12-75,25/12/2021,14:45,CHOQUE,1,5,2,AREQUIPA,CAYLLOMA,CHIVAY,RURAL,CARRETERA,DEPARTAMENTAL,AR-109,NO,-15.700749,-71.590196,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2021-12-242,25/12/2021,16:30,ATROPELLO,1,0,0,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.871631,-77.014417,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-12-200,25/12/2021,19:20,CHOQUE FUGA,1,1,3,PIURA,PIURA,VEINTISEIS DE OCTUBRE,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-5.176398,-80.67267,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-12-103,25/12/2021,20:00,ATROPELLO FUGA,1,0,1,HUANUCO,HUANUCO,PILLCO MARCA,URBANA,CARRETERA,NACIONAL,PE-3N,NO,-10.033127,-76.234572,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-12-98,25/12/2021,20:40,ATROPELLO FUGA,1,0,1,AREQUIPA,CAYLLOMA,MAJES,RURAL,CARRETERA,VECINAL,AR-736,NO,-16.314977,-72.284058,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-12-169,25/12/2022,02:45,ATROPELLO FUGA,1,0,,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.144819356636646,-76.98190654884502,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-12-207,25/12/2022,06:10,DESPISTE,2,0,,JUNIN,JAUJA,CURICACA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-11.814658245043239,-75.62874008771473,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-12-170,25/12/2022,07:30,DESPISTE,1,0,,LIMA,LIMA,BARRANCO,URBANA,AUTOPISTA,URBANO,NO CORRESPONDE,NO,-12.139128988004245,-77.02745275937706,DESPEJADO,COMERCIAL,CURVA,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-12-196,25/12/2022,08:15,CHOQUE,1,1,2,PIURA,PIURA,CATACAOS,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-5.233518,-80.645968,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-12-38,25/12/2022,08:41,ATROPELLO,1,0,1,ICA,PISCO,PISCO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-13.71781184364795,-76.1953913975266,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-12-168,25/12/2022,16:30,CHOQUE,1,0,,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.044994952836248,-77.04283697391459,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-12-213,25/12/2022,21:00,CHOQUE,2,0,,JUNIN,TARMA,SAN PEDRO DE CAJAS,RURAL,CARRETERA,DEPARTAMENTAL,JU-105,NO,-11.255772483987002,-75.82256735949572,DESPEJADO,RURAL,CURVA,PLANA ,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-12-185,25/12/2022,22:30,ATROPELLO,1,0,1,PIURA,PIURA,VEINTISEIS DE OCTUBRE,URBANA,OTRO,URBANO,NO CORRESPONDE,NO,-5.182306321297527,-80.65152538203908,DESPEJADO,COMERCIAL,OTRO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-12-45,25/12/2022,23:37,DESPISTE,1,0,1,AREQUIPA,CAYLLOMA,MAJES,RURAL,CARRETERA,VECINAL,AR-733,NO,-16.353223,-72.149276,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-12-66,25/12/2023,05:30,ATROPELLO FUGA,1,0,,JUNIN,CHUPACA,HUACHAC,RURAL,CARRETERA,VECINAL,JU-877,NO,-12.043074546334697,-75.31396169737516,NUBLADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,,
A-2023-12-113,25/12/2023,05:45,DESPISTE,1,0,,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,JIRÓN,URBANO,NO CORRESPONDE,NO,-12.11164265,-76.97831698,DESPEJADO,RESIDENCIAL,CURVA,PLANA ,ASFALTADA,,,,,,
A-2023-12-16,25/12/2023,06:00,DESPISTE,2,0,1,HUANCAVELICA,TAYACAJA,PAZOS,RURAL,CARRETERA,NACIONAL,PE-3SC,NO,-12.25171435148508,-75.08043804415979,NUBLADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-12-45,25/12/2023,10:30,DESPISTE,1,0,1,LA LIBERTAD,TRUJILLO,TRUJILLO,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-8.138102230312912,-79.01567181001322,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-12-46,25/12/2023,20:15,CHOQUE,1,0,2,LA LIBERTAD,ASCOPE,CHICAMA,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.8605314,-79.1406393,DESPEJADO,RURAL,ÓVALO,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-12-34,25/12/2023,20:40,CHOQUE,1,2,3,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-3.947829765679749,-80.94430414407145,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-12-25,25/12/2023,21:30,ATROPELLO FUGA,1,0,,CUSCO,CANCHIS,MARANGANI,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-14.372931589022834,-71.14914119457288,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-01-381,26/01/2021,06:50,ATROPELLO,1,0,0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,JIRÓN,URBANO,NO CORRESPONDE,NO,-12.018966,-77.053367,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-01-334,26/01/2021,07:00,ATROPELLO FUGA,1,0,0,ICA,PISCO,TUPAC AMARU INCA,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-13.706171,-76.151294,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,PREVENTIVA (P),REGULADORA (R),,NO IDENTIFICA LA CAUSA,
A-2021-01-407,26/01/2021,15:15,CHOQUE,1,0,2,SAN MARTIN,MARISCAL CACERES,HUICUNGO,RURAL,CARRETERA,NACIONAL,PE-10B,NO,-7.316294859438296,-76.77509505872386,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,INFORMATIVA (I),,NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-01-207,26/01/2021,18:00,ESPECIAL,1,0,0,PUNO,CHUCUITO,DESAGUADERO,URBANA,CARRETERA,NACIONAL,PE-36A,NO,-16.58229113,-69.06036235,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2021-01-214,26/01/2021,19:10,ATROPELLO,1,0,0,PUNO,PUNO,PUNO,URBANA,CARRETERA,NACIONAL,PE-3S,NO,-15.844639,-70.028528,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2021-01-242,26/01/2021,19:45,ATROPELLO,1,0,1,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,URBANA,CARRETERA,NACIONAL,PE-36A,NO,-17.20663,-70.921486,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2021-01-239,26/01/2021,21:00,DESPISTE,1,0,1,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-16.4342491,-71.5302518,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-01-255,26/01/2022,02:00,DESPISTE,3,0,1,CUSCO,LA CONVENCION,ECHARATE,RURAL,CARRETERA,DEPARTAMENTAL,CU-101,NO,-12.760986726336746,-72.5695940456684,LLUVIOSO,RURAL,CURVA,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-01-254,26/01/2022,08:30,VOLCADURA,1,0,1,CUSCO,QUISPICANCHI,OCONGATE,RURAL,CARRETERA,NACIONAL,PE-30C,NO,-13.659662179130521,-71.36296134726351,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,NO DAR PASO PREFERENTE AL PEATÓN
A-2022-01-341,26/01/2022,12:45,CHOQUE,1,1,2,JUNIN,CHUPACA,CHUPACA,URBANA,CARRETERA,VECINAL,JU-894,NO,-12.06552943854823,-75.27851338721504,DESPEJADO,ESCOLAR,INTERSECCIÓN,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE
A-2022-01-283,26/01/2022,21:00,CHOQUE,1,0,2,CAJAMARCA,JAEN,BELLAVISTA,RURAL,CARRETERA,VECINAL,CA-744,NO,-5.6608308,-78.685608,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-01-155,26/01/2023,07:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-11.836209,-77.11015,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-01-98,26/01/2023,08:20,DESPISTE,1,10,2,LAMBAYEQUE,CHICLAYO,TUMAN,RURAL,CARRETERA,DEPARTAMENTAL,LA-116,NO,-6.8101689,-79.6729012,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-01-37,26/01/2023,12:40,CHOQUE FUGA,1,0,1,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,URBANA,CARRETERA,NACIONAL,PE-5N,NO,-6.045455,-76.958378,DESPEJADO,RESIDENCIAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-01-349,26/01/2023,20:40,ATROPELLO,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.99113097,-77.08501239,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-02-228,26/02/2021,05:30,CHOQUE,1,0,2,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-17.20612,-71.386858,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-02-269,26/02/2021,07:30,ATROPELLO,1,0,0,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.162491,-76.962732,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-02-233,26/02/2021,17:15,ATROPELLO,1,1,0,JUNIN,JAUJA,LEONOR ORDOÑEZ,URBANA,CARRETERA,NACIONAL,PE-3SB,NO,-11.8616999,-75.41395513,DESPEJADO,RURAL,INTERSECCIÓN,INCLINADA,ASFALTADA,SI,REGULADORA (R),,SI,,
A-2022-02-313,26/02/2022,01:30,CHOQUE,1,0,,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,,-12.596323,-69.188251,,,,,,,,,,,
A-2022-02-211,26/02/2022,03:00,DESPISTE,1,1,1,CUSCO,CHUMBIVILCAS,CHAMACA,RURAL,CARRETERA,DEPARTAMENTAL,CU-128,NO,-14.313434797193873,-71.83869301413971,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-02-304,26/02/2022,05:51,CHOQUE,1,0,2,LIMA,HUARAL,CHANCAY,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-11.601846,-77.246566,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2022-02-296,26/02/2022,13:30,VOLCADURA,1,0,1,HUANUCO,HUANUCO,CHINCHAO,URBANA,CARRETERA,NACIONAL,PE-18A,NO,-9.627725,-76.063042,SOLEADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-02-258,26/02/2022,14:30,CHOQUE,2,9,2,PUNO,LAMPA,CALAPUJA,RURAL,CARRETERA,NACIONAL,PE-34B,SI,-15.2881063,-70.2244787,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-02-288,26/02/2022,16:30,CHOQUE,1,23,,JUNIN,CHANCHAMAYO,SAN RAMON,RURAL,CARRETERA,NACIONAL,PE-22B,,-11.146291707939652,-75.39992088493442,,,,,,,,,,,
A-2022-02-238,26/02/2022,17:30,DESPISTE,1,1,1,LA LIBERTAD,VIRU,CHAO,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.572443440024923,-78.67179754713541,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-02-127,26/02/2022,17:40,CHOQUE,1,0,2,PUNO,CHUCUITO,POMATA,RURAL,CARRETERA,DEPARTAMENTAL,PU-130,NO,-16.294218,-69.233346,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-02-129,26/02/2022,17:50,CHOQUE,1,3,2,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-4.05709329669435,-80.96238258703987,SOLEADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2022-02-232,26/02/2022,18:30,DESPISTE,1,1,1,CUSCO,PAUCARTAMBO,CHALLABAMBA,RURAL,CARRETERA,VECINAL,CU-989,NO,-13.197916597739423,-71.65895396776274,NUBLADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-02-248,26/02/2022,19:40,ATROPELLO,1,0,0,LIMA,LIMA,ATE,URBANA,OTRO,URBANO,NO CORRESPONDE,NO,-12.041470599880004,-76.92442398321249,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-02-124,26/02/2022,21:50,CHOQUE CON OBJETO FIJO,1,0,1,AREQUIPA,AREQUIPA,YANAHUARA,URBANA,CARRETERA,NACIONAL,PE-34C,NO,-16.408001,-71.560112,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2023-02-101,26/02/2023,06:30,CHOQUE,1,0,1,PUNO,CARABAYA,AYAPATA,RURAL,CARRETERA,NACIONAL,PE-34B,NO,-13.336090691646227,-70.33358221300524,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE
A-2023-02-33,26/02/2023,06:30,CHOQUE,1,0,,PUNO,PUNO,PUNO,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-15.896424612792597,-70.02816973794772,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,INFRAESTRUCTURA Y ENTORNO VIAL,OTRO (INFRAESTRUCTURA Y ENTORNO VIAL)
A-2023-02-73,26/02/2023,13:30,CHOQUE,1,5,2,ICA,PISCO,PARACAS,RURAL,CARRETERA,NACIONAL,PE-1SF,NO,-13.770627,-76.23561,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-02-37,26/02/2023,14:30,DESPISTE,1,4,1,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,RURAL,CARRETERA,NACIONAL,PE-10A,NO,-8.01323428707867,-78.32692440865974,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-02-68,26/02/2023,14:40,VOLCADURA,1,0,2,CAJAMARCA,CHOTA,HUAMBOS,RURAL,CARRETERA,NACIONAL,PE-06A,NO,-6.466382,-78.932785,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),SI,NO IDENTIFICA LA CAUSA,
A-2023-02-151,26/02/2023,17:15,CHOQUE,2,0,,LIMA,LIMA,RIMAC,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.03020755,-77.02961566,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-02-80,26/02/2023,18:00,CHOQUE,1,0,2,LAMBAYEQUE,CHICLAYO,LA VICTORIA,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-6.8025881,-79.8443795,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-02-39,26/02/2023,21:00,CHOQUE,2,0,2,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-16.402085,-72.074322,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2023-02-49,26/02/2023,23:30,ATROPELLO FUGA,1,0,,CUSCO,QUISPICANCHI,CAMANTI,RURAL,CARRETERA,NACIONAL,PE-30C,NO,-13.234963,-70.761281,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-03-267,26/03/2021,03:30,DESPISTE,1,0,1,TACNA,CANDARAVE,HUANUARA,RURAL,CARRETERA,VECINAL,TA-530,NO,-17.311855,-70.31844,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-03-354,26/03/2021,03:50,DESPISTE,1,0,0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.953623,-77.051583,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-03-200,26/03/2021,04:30,CHOQUE,1,0,2,TACNA,TACNA,POCOLLAY,URBANA,CARRETERA,NACIONAL,PE-40,SI,-17.986708,-70.210552,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-03-252,26/03/2021,07:45,DESPISTE,1,1,1,PIURA,MORROPON,LA MATANZA,RURAL,CARRETERA,NACIONAL,PE-1NJ,NO,-5.329315,-80.0771,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,,
A-2021-03-197,26/03/2021,15:30,DESPISTE,1,0,1,AREQUIPA,CAYLLOMA,MAJES,URBANA,CALLE,URBANO,NO CORRESPONDE,NO,-16.352045,-72.191188,DESPEJADO,RESIDENCIAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-03-382,26/03/2021,15:40,CHOQUE FUGA,1,0,1,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,RURAL,CALLE,URBANO,NO CORRESPONDE,NO,-6.704442,-79.903106,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-03-253,26/03/2021,17:00,VOLCADURA,1,0,1,CAJAMARCA,SAN MIGUEL,NIEPOS,RURAL,CARRETERA,NACIONAL,PE-1NI,NO,-6.90688137,-79.13921384,DESPEJADO,RURAL,CURVA,INCLINADA,TROCHA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2021-03-198,26/03/2021,18:30,CHOQUE,1,3,2,AREQUIPA,AREQUIPA,YURA,RURAL,CARRETERA,NACIONAL,PE-34A,NO,-16.178638,-71.647253,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO
A-2021-03-203,26/03/2021,19:00,CHOQUE,1,1,,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,RURAL,CARRETERA,NACIONAL,PE-30C,,-12.0725992,-69.1198846,,,,,,,,,,,
A-2021-03-250,26/03/2021,20:00,CHOQUE FUGA,1,1,1,LORETO,MAYNAS,SAN JUAN BAUTISTA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-3.7858141984237443,-73.28995031986766,DESPEJADO,COMERCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,NO,,,NO,NO IDENTIFICA LA CAUSA,
A-2021-03-214,26/03/2021,20:30,DESPISTE,1,1,1,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,RURAL,CARRETERA,NACIONAL,PE-30B,NO,-13.947494514996482,-73.4382497707236,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-03-269,26/03/2021,20:53,ATROPELLO FUGA,1,0,0,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,URBANA,CALLE,URBANO,NO CORRESPONDE,NO,-18.053095,-70.253597,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,INFRAESTRUCTURA Y ENTORNO VIAL,SEÑALIZACIÓN DEFECTUOSA
A-2021-03-226,26/03/2021,21:30,ATROPELLO FUGA,1,0,1,LA LIBERTAD,TRUJILLO,LA ESPERANZA,URBANA,CALLE,URBANO,NO CORRESPONDE,NO,-8.079445,-79.035751,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-03-355,26/03/2021,22:00,CHOQUE,1,0,2,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.193128,-76.935911,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
